prefix,dbname,project,url
pt,ptwikisource,wikisource,https://pt.wikisource.org
pt,ptwikiversity,wikiversity,https://pt.wikiversity.org
pt,ptwikivoyage,wikivoyage,https://pt.wikivoyage.org
qu,quwiki,wiki,https://qu.wikipedia.org
qu,quwiktionary,wiktionary,https://qu.wiktionary.org
rm,rmwiki,wiki,https://rm.wikipedia.org
rmy,rmywiki,wiki,https://rmy.wikipedia.org
rn,rnwiki,wiki,https://rn.wikipedia.org
ro,rowiki,wiki,https://ro.wikipedia.org
ro,rowiktionary,wiktionary,https://ro.wiktionary.org
ro,rowikibooks,wikibooks,https://ro.wikibooks.org
ro,rowikinews,wikinews,https://ro.wikinews.org
ro,rowikiquote,wikiquote,https://ro.wikiquote.org
ro,rowikisource,wikisource,https://ro.wikisource.org
ro,rowikivoyage,wikivoyage,https://ro.wikivoyage.org
roa-rup,roa_rupwiki,wiki,https://roa-rup.wikipedia.org
roa-rup,roa_rupwiktionary,wiktionary,https://roa-rup.wiktionary.org
roa-tara,roa_tarawiki,wiki,https://roa-tara.wikipedia.org
ru,ruwiki,wiki,https://ru.wikipedia.org
ru,ruwiktionary,wiktionary,https://ru.wiktionary.org
ru,ruwikibooks,wikibooks,https://ru.wikibooks.org
ru,ruwikinews,wikinews,https://ru.wikinews.org
ru,ruwikiquote,wikiquote,https://ru.wikiquote.org
ru,ruwikisource,wikisource,https://ru.wikisource.org
ru,ruwikiversity,wikiversity,https://ru.wikiversity.org
ru,ruwikivoyage,wikivoyage,https://ru.wikivoyage.org
rue,ruewiki,wiki,https://rue.wikipedia.org
rw,rwwiki,wiki,https://rw.wikipedia.org
rw,rwwiktionary,wiktionary,https://rw.wiktionary.org
sa,sawiki,wiki,https://sa.wikipedia.org
sa,sawiktionary,wiktionary,https://sa.wiktionary.org
sa,sawikibooks,wikibooks,https://sa.wikibooks.org
sa,sawikiquote,wikiquote,https://sa.wikiquote.org
sa,sawikisource,wikisource,https://sa.wikisource.org
sah,sahwiki,wiki,https://sah.wikipedia.org
sah,sahwikiquote,wikiquote,https://sah.wikiquote.org
sah,sahwikisource,wikisource,https://sah.wikisource.org
sat,satwiki,wiki,https://sat.wikipedia.org
sc,scwiki,wiki,https://sc.wikipedia.org
scn,scnwiki,wiki,https://scn.wikipedia.org
scn,scnwiktionary,wiktionary,https://scn.wiktionary.org
sco,scowiki,wiki,https://sco.wikipedia.org
sd,sdwiki,wiki,https://sd.wikipedia.org
sd,sdwiktionary,wiktionary,https://sd.wiktionary.org
se,sewiki,wiki,https://se.wikipedia.org
sg,sgwiki,wiki,https://sg.wikipedia.org
sg,sgwiktionary,wiktionary,https://sg.wiktionary.org
sh,shwiki,wiki,https://sh.wikipedia.org
sh,shwiktionary,wiktionary,https://sh.wiktionary.org
shn,shnwiki,wiki,https://shn.wikipedia.org
shy,shywiktionary,wiktionary,https://shy.wiktionary.org
si,siwiki,wiki,https://si.wikipedia.org
si,siwiktionary,wiktionary,https://si.wiktionary.org
si,siwikibooks,wikibooks,https://si.wikibooks.org
simple,simplewiki,wiki,https://simple.wikipedia.org
simple,simplewiktionary,wiktionary,https://simple.wiktionary.org
sk,skwiki,wiki,https://sk.wikipedia.org
sk,skwiktionary,wiktionary,https://sk.wiktionary.org
sk,skwikibooks,wikibooks,https://sk.wikibooks.org
sk,skwikiquote,wikiquote,https://sk.wikiquote.org
sk,skwikisource,wikisource,https://sk.wikisource.org
sl,slwiki,wiki,https://sl.wikipedia.org
sl,slwiktionary,wiktionary,https://sl.wiktionary.org
sl,slwikibooks,wikibooks,https://sl.wikibooks.org
sl,slwikiquote,wikiquote,https://sl.wikiquote.org
sl,slwikisource,wikisource,https://sl.wikisource.org
sl,slwikiversity,wikiversity,https://sl.wikiversity.org
sm,smwiki,wiki,https://sm.wikipedia.org
sm,smwiktionary,wiktionary,https://sm.wiktionary.org
sn,snwiki,wiki,https://sn.wikipedia.org
so,sowiki,wiki,https://so.wikipedia.org
so,sowiktionary,wiktionary,https://so.wiktionary.org
sq,sqwiki,wiki,https://sq.wikipedia.org
sq,sqwiktionary,wiktionary,https://sq.wiktionary.org
sq,sqwikibooks,wikibooks,https://sq.wikibooks.org
sq,sqwikinews,wikinews,https://sq.wikinews.org
sq,sqwikiquote,wikiquote,https://sq.wikiquote.org
sr,srwiki,wiki,https://sr.wikipedia.org
sr,srwiktionary,wiktionary,https://sr.wiktionary.org
sr,srwikibooks,wikibooks,https://sr.wikibooks.org
sr,srwikinews,wikinews,https://sr.wikinews.org
sr,srwikiquote,wikiquote,https://sr.wikiquote.org
sr,srwikisource,wikisource,https://sr.wikisource.org
srn,srnwiki,wiki,https://srn.wikipedia.org
ss,sswiki,wiki,https://ss.wikipedia.org
ss,sswiktionary,wiktionary,https://ss.wiktionary.org
st,stwiki,wiki,https://st.wikipedia.org
st,stwiktionary,wiktionary,https://st.wiktionary.org
stq,stqwiki,wiki,https://stq.wikipedia.org
su,suwiki,wiki,https://su.wikipedia.org
su,suwiktionary,wiktionary,https://su.wiktionary.org
su,suwikiquote,wikiquote,https://su.wikiquote.org
sv,svwiki,wiki,https://sv.wikipedia.org
sv,svwiktionary,wiktionary,https://sv.wiktionary.org
sv,svwikibooks,wikibooks,https://sv.wikibooks.org
sv,svwikinews,wikinews,https://sv.wikinews.org
sv,svwikiquote,wikiquote,https://sv.wikiquote.org
sv,svwikisource,wikisource,https://sv.wikisource.org
sv,svwikiversity,wikiversity,https://sv.wikiversity.org
sv,svwikivoyage,wikivoyage,https://sv.wikivoyage.org
sw,swwiki,wiki,https://sw.wikipedia.org
sw,swwiktionary,wiktionary,https://sw.wiktionary.org
szl,szlwiki,wiki,https://szl.wikipedia.org
szy,szywiki,wiki,https://szy.wikipedia.org
ta,tawiki,wiki,https://ta.wikipedia.org
ta,tawiktionary,wiktionary,https://ta.wiktionary.org
ta,tawikibooks,wikibooks,https://ta.wikibooks.org
ta,tawikinews,wikinews,https://ta.wikinews.org
ta,tawikiquote,wikiquote,https://ta.wikiquote.org
ta,tawikisource,wikisource,https://ta.wikisource.org
tcy,tcywiki,wiki,https://tcy.wikipedia.org
te,tewiki,wiki,https://te.wikipedia.org
te,tewiktionary,wiktionary,https://te.wiktionary.org
te,tewikibooks,wikibooks,https://te.wikibooks.org
te,tewikiquote,wikiquote,https://te.wikiquote.org
te,tewikisource,wikisource,https://te.wikisource.org
tet,tetwiki,wiki,https://tet.wikipedia.org
tg,tgwiki,wiki,https://tg.wikipedia.org
tg,tgwiktionary,wiktionary,https://tg.wiktionary.org
tg,tgwikibooks,wikibooks,https://tg.wikibooks.org
th,thwiki,wiki,https://th.wikipedia.org
th,thwiktionary,wiktionary,https://th.wiktionary.org
th,thwikibooks,wikibooks,https://th.wikibooks.org
th,thwikiquote,wikiquote,https://th.wikiquote.org
th,thwikisource,wikisource,https://th.wikisource.org
ti,tiwiki,wiki,https://ti.wikipedia.org
ti,tiwiktionary,wiktionary,https://ti.wiktionary.org
tk,tkwiki,wiki,https://tk.wikipedia.org
tk,tkwiktionary,wiktionary,https://tk.wiktionary.org
tl,tlwiki,wiki,https://tl.wikipedia.org
tl,tlwiktionary,wiktionary,https://tl.wiktionary.org
tl,tlwikibooks,wikibooks,https://tl.wikibooks.org
tn,tnwiki,wiki,https://tn.wikipedia.org
tn,tnwiktionary,wiktionary,https://tn.wiktionary.org
to,towiki,wiki,https://to.wikipedia.org
tpi,tpiwiki,wiki,https://tpi.wikipedia.org
tpi,tpiwiktionary,wiktionary,https://tpi.wiktionary.org
tr,trwiki,wiki,https://tr.wikipedia.org
tr,trwiktionary,wiktionary,https://tr.wiktionary.org
tr,trwikibooks,wikibooks,https://tr.wikibooks.org
tr,trwikinews,wikinews,https://tr.wikinews.org
tr,trwikiquote,wikiquote,https://tr.wikiquote.org
tr,trwikisource,wikisource,https://tr.wikisource.org
ts,tswiki,wiki,https://ts.wikipedia.org
ts,tswiktionary,wiktionary,https://ts.wiktionary.org
tt,ttwiki,wiki,https://tt.wikipedia.org
tt,ttwiktionary,wiktionary,https://tt.wiktionary.org
tt,ttwikibooks,wikibooks,https://tt.wikibooks.org
tum,tumwiki,wiki,https://tum.wikipedia.org
tw,twwiki,wiki,https://tw.wikipedia.org
ty,tywiki,wiki,https://ty.wikipedia.org
tyv,tyvwiki,wiki,https://tyv.wikipedia.org
udm,udmwiki,wiki,https://udm.wikipedia.org
ug,ugwiki,wiki,https://ug.wikipedia.org
ug,ugwiktionary,wiktionary,https://ug.wiktionary.org
uk,ukwiki,wiki,https://uk.wikipedia.org
uk,ukwiktionary,wiktionary,https://uk.wiktionary.org
uk,ukwikibooks,wikibooks,https://uk.wikibooks.org
uk,ukwikinews,wikinews,https://uk.wikinews.org
uk,ukwikiquote,wikiquote,https://uk.wikiquote.org
uk,ukwikisource,wikisource,https://uk.wikisource.org
uk,ukwikivoyage,wikivoyage,https://uk.wikivoyage.org
ur,urwiki,wiki,https://ur.wikipedia.org
ur,urwiktionary,wiktionary,https://ur.wiktionary.org
ur,urwikibooks,wikibooks,https://ur.wikibooks.org
ur,urwikiquote,wikiquote,https://ur.wikiquote.org
uz,uzwiki,wiki,https://uz.wikipedia.org
uz,uzwiktionary,wiktionary,https://uz.wiktionary.org
uz,uzwikiquote,wikiquote,https://uz.wikiquote.org
ve,vewiki,wiki,https://ve.wikipedia.org
vec,vecwiki,wiki,https://vec.wikipedia.org
vec,vecwiktionary,wiktionary,https://vec.wiktionary.org
vec,vecwikisource,wikisource,https://vec.wikisource.org
vep,vepwiki,wiki,https://vep.wikipedia.org
vi,viwiki,wiki,https://vi.wikipedia.org
vi,viwiktionary,wiktionary,https://vi.wiktionary.org
vi,viwikibooks,wikibooks,https://vi.wikibooks.org
vi,viwikiquote,wikiquote,https://vi.wikiquote.org
vi,viwikisource,wikisource,https://vi.wikisource.org
vi,viwikivoyage,wikivoyage,https://vi.wikivoyage.org
vls,vlswiki,wiki,https://vls.wikipedia.org
vo,vowiki,wiki,https://vo.wikipedia.org
vo,vowiktionary,wiktionary,https://vo.wiktionary.org
wa,wawiki,wiki,https://wa.wikipedia.org
wa,wawiktionary,wiktionary,https://wa.wiktionary.org
war,warwiki,wiki,https://war.wikipedia.org
wo,wowiki,wiki,https://wo.wikipedia.org
wo,wowiktionary,wiktionary,https://wo.wiktionary.org
wo,wowikiquote,wikiquote,https://wo.wikiquote.org
wuu,wuuwiki,wiki,https://wuu.wikipedia.org
xal,xalwiki,wiki,https://xal.wikipedia.org
xh,xhwiki,wiki,https://xh.wikipedia.org
xmf,xmfwiki,wiki,https://xmf.wikipedia.org
yi,yiwiki,wiki,https://yi.wikipedia.org
yi,yiwiktionary,wiktionary,https://yi.wiktionary.org
yi,yiwikisource,wikisource,https://yi.wikisource.org
yo,yowiki,wiki,https://yo.wikipedia.org
yue,yuewiktionary,wiktionary,https://yue.wiktionary.org
za,zawiki,wiki,https://za.wikipedia.org
zea,zeawiki,wiki,https://zea.wikipedia.org
zh,zhwiki,wiki,https://zh.wikipedia.org
zh,zhwiktionary,wiktionary,https://zh.wiktionary.org
zh,zhwikibooks,wikibooks,https://zh.wikibooks.org
zh,zhwikinews,wikinews,https://zh.wikinews.org
zh,zhwikiquote,wikiquote,https://zh.wikiquote.org
zh,zhwikisource,wikisource,https://zh.wikisource.org
zh,zhwikiversity,wikiversity,https://zh.wikiversity.org
zh,zhwikivoyage,wikivoyage,https://zh.wikivoyage.org
zh-classical,zh_classicalwiki,wiki,https://zh-classical.wikipedia.org
zh-min-nan,zh_min_nanwiki,wiki,https://zh-min-nan.wikipedia.org
zh-min-nan,zh_min_nanwiktionary,wiktionary,https://zh-min-nan.wiktionary.org
zh-min-nan,zh_min_nanwikisource,wikisource,https://zh-min-nan.wikisource.org
zh-yue,zh_yuewiki,wiki,https://zh-yue.wikipedia.org
zu,zuwiki,wiki,https://zu.wikipedia.org
zu,zuwiktionary,wiktionary,https://zu.wiktionary.org
